label,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S68,S69,S70,S71,S72,S73,S74,S75,S76,S77,S78,S79,S80,S81,S82,S83,S84,S85,S86,S87,S88,S89,S90,S91,S92,S93
0,0.06,0.11,0.22,0.26,0.24,0.07,0.03,0.01,0.01,0.01,0.00,0.00,0.01,0.08,0.33,0.27,0.16,0.09,0.06,0.01,0.31,0.49,0.11,0.05,0.02,0.01,0.01,0.00,0.01,0.00,3.75,8.94,-1.23,43.86,33.51,38.04,2.92,2.79,2.08,0.27,0.25,0.22,0.52,0.50,0.47,0.45,0.63,0.63,0.63,0.63,0.62,0.62,0.62,0.61,0.61,0.60,0.59,0.58,0.47,0.67,0.67,0.66,0.66,0.66,0.65,0.65,0.64,0.64,0.63,0.62,0.62,0.42,0.59,0.59,0.59,0.58,0.58,0.58,0.57,0.57,0.56,0.56,0.55,0.54,0.75,-0.01,-0.38,0.38,0.38,-0.10,10.75,1610
0,0.05,0.13,0.17,0.22,0.29,0.09,0.02,0.02,0.01,0.01,0.00,0.00,0.00,0.05,0.39,0.25,0.17,0.06,0.08,0.02,0.34,0.43,0.15,0.04,0.04,0.01,0.01,0.00,0.00,0.01,3.89,8.95,-1.26,45.24,33.10,35.45,3.13,2.73,2.11,0.28,0.24,0.22,0.53,0.49,0.47,0.45,0.63,0.63,0.63,0.62,0.62,0.62,0.61,0.61,0.60,0.60,0.59,0.58,0.46,0.65,0.65,0.65,0.65,0.64,0.64,0.63,0.63,0.62,0.62,0.61,0.60,0.41,0.58,0.58,0.58,0.58,0.57,0.57,0.57,0.56,0.56,0.55,0.55,0.54,0.74,0.07,-0.37,0.36,0.49,-0.07,10.86,1610
0,0.07,0.14,0.17,0.25,0.19,0.13,0.03,0.02,0.01,0.01,0.00,0.00,0.01,0.10,0.32,0.25,0.17,0.08,0.07,0.02,0.31,0.50,0.10,0.05,0.02,0.02,0.00,0.00,0.02,0.01,3.88,8.85,-1.05,47.44,32.37,36.60,3.39,2.83,2.29,0.31,0.25,0.26,0.55,0.50,0.51,0.46,0.64,0.64,0.64,0.64,0.64,0.63,0.63,0.62,0.62,0.61,0.60,0.59,0.46,0.65,0.65,0.64,0.64,0.64,0.63,0.63,0.62,0.62,0.61,0.61,0.60,0.44,0.62,0.62,0.62,0.62,0.61,0.61,0.60,0.60,0.59,0.59,0.58,0.57,0.69,0.23,-0.30,0.26,0.57,-0.13,10.97,1610
0,0.08,0.15,0.14,0.21,0.28,0.11,0.01,0.03,0.02,0.00,0.00,0.00,0.00,0.10,0.34,0.27,0.15,0.07,0.06,0.03,0.27,0.52,0.12,0.05,0.02,0.01,0.01,0.02,0.01,0.01,3.88,8.81,-0.97,49.21,34.36,36.60,3.49,2.83,2.22,0.31,0.25,0.26,0.56,0.50,0.51,0.45,0.64,0.64,0.64,0.63,0.63,0.63,0.62,0.62,0.61,0.61,0.60,0.59,0.46,0.65,0.65,0.65,0.65,0.64,0.64,0.64,0.63,0.62,0.62,0.61,0.60,0.44,0.62,0.62,0.61,0.61,0.61,0.61,0.60,0.60,0.59,0.58,0.58,0.57,0.69,0.24,-0.28,0.26,0.57,-0.13,10.98,1610
0,0.09,0.15,0.15,0.18,0.29,0.10,0.03,0.02,0.01,0.01,0.00,0.00,0.01,0.05,0.36,0.31,0.15,0.06,0.05,0.03,0.31,0.51,0.10,0.05,0.01,0.02,0.00,0.00,0.01,0.00,3.84,8.85,-1.15,46.43,32.30,36.79,3.50,2.69,1.98,0.31,0.24,0.22,0.56,0.49,0.47,0.46,0.65,0.65,0.65,0.65,0.64,0.64,0.63,0.63,0.62,0.62,0.61,0.60,0.46,0.65,0.65,0.65,0.65,0.64,0.64,0.63,0.63,0.62,0.62,0.61,0.60,0.43,0.61,0.61,0.60,0.60,0.60,0.60,0.59,0.59,0.58,0.57,0.57,0.56,0.70,0.06,-0.40,0.31,0.40,-0.25,10.88,1610
0,0.06,0.17,0.14,0.20,0.27,0.11,0.03,0.03,0.00,0.01,0.00,0.00,0.00,0.08,0.35,0.25,0.18,0.08,0.06,0.02,0.29,0.46,0.15,0.07,0.02,0.02,0.01,0.01,0.00,0.00,3.96,8.87,-1.11,47.25,33.05,40.21,3.45,2.82,2.19,0.30,0.24,0.22,0.55,0.49,0.47,0.47,0.66,0.66,0.66,0.65,0.65,0.65,0.64,0.64,0.63,0.62,0.62,0.61,0.46,0.65,0.65,0.65,0.65,0.64,0.64,0.63,0.63,0.62,0.62,0.61,0.60,0.42,0.59,0.59,0.59,0.59,0.58,0.58,0.58,0.57,0.57,0.56,0.55,0.55,0.71,0.13,-0.36,0.31,0.51,-0.14,10.88,1610
0,0.03,0.14,0.20,0.18,0.28,0.14,0.02,0.03,0.01,0.01,0.00,0.00,0.01,0.06,0.35,0.27,0.16,0.08,0.07,0.02,0.31,0.43,0.15,0.08,0.01,0.02,0.01,0.01,0.00,0.00,4.23,8.94,-0.98,43.95,32.03,35.00,3.30,2.83,2.09,0.29,0.25,0.21,0.54,0.50,0.46,0.45,0.63,0.63,0.63,0.63,0.62,0.62,0.62,0.61,0.61,0.60,0.59,0.58,0.46,0.65,0.65,0.65,0.64,0.64,0.64,0.63,0.63,0.62,0.61,0.61,0.60,0.41,0.57,0.57,0.57,0.57,0.57,0.56,0.56,0.56,0.55,0.54,0.54,0.53,0.77,0.07,-0.31,0.38,0.45,-0.05,10.91,1610
0,0.04,0.14,0.14,0.26,0.26,0.12,0.02,0.03,0.01,0.01,0.00,0.00,0.00,0.07,0.39,0.25,0.14,0.08,0.06,0.03,0.28,0.51,0.11,0.05,0.05,0.00,0.01,0.00,0.00,0.01,4.19,8.87,-1.12,46.67,33.97,34.11,3.15,2.80,2.22,0.29,0.25,0.25,0.54,0.50,0.50,0.45,0.63,0.63,0.63,0.63,0.63,0.62,0.62,0.61,0.61,0.60,0.59,0.59,0.46,0.65,0.65,0.65,0.65,0.64,0.64,0.63,0.63,0.62,0.62,0.61,0.60,0.44,0.63,0.62,0.62,0.62,0.62,0.61,0.61,0.60,0.60,0.59,0.59,0.58,0.76,0.06,-0.32,0.38,0.41,-0.11,10.95,1610
0,0.05,0.14,0.14,0.27,0.22,0.12,0.04,0.02,0.01,0.01,0.00,0.00,0.01,0.10,0.34,0.26,0.16,0.07,0.05,0.03,0.31,0.45,0.14,0.06,0.02,0.00,0.02,0.01,0.00,0.01,4.22,8.74,-1.05,41.28,34.64,35.64,3.37,2.83,2.30,0.31,0.25,0.25,0.55,0.50,0.50,0.48,0.68,0.68,0.68,0.67,0.67,0.67,0.66,0.66,0.65,0.64,0.64,0.63,0.48,0.67,0.67,0.67,0.67,0.66,0.66,0.66,0.65,0.64,0.64,0.63,0.62,0.46,0.64,0.64,0.64,0.64,0.64,0.63,0.63,0.62,0.62,0.61,0.60,0.60,0.72,0.09,-0.28,0.28,0.42,-0.04,10.95,1610
0,0.06,0.16,0.16,0.19,0.21,0.15,0.04,0.03,0.01,0.02,0.00,0.00,0.01,0.15,0.26,0.29,0.10,0.10,0.06,0.05,0.34,0.41,0.16,0.04,0.03,0.03,0.01,0.00,0.00,0.00,4.16,8.94,-1.31,42.79,34.91,35.27,3.90,3.26,2.50,0.34,0.29,0.25,0.58,0.54,0.50,0.48,0.67,0.67,0.67,0.67,0.66,0.66,0.66,0.65,0.64,0.64,0.63,0.62,0.48,0.68,0.68,0.68,0.68,0.67,0.67,0.66,0.66,0.65,0.64,0.64,0.63,0.45,0.64,0.64,0.63,0.63,0.63,0.63,0.62,0.62,0.61,0.60,0.60,0.59,0.71,-0.12,-0.36,0.37,0.15,-0.13,11.28,1610
0,0.07,0.16,0.18,0.17,0.20,0.16,0.04,0.02,0.01,0.01,0.00,0.00,0.00,0.18,0.25,0.26,0.16,0.07,0.07,0.03,0.35,0.42,0.13,0.05,0.00,0.03,0.02,0.01,0.01,0.00,3.90,8.82,-1.09,44.65,34.73,32.81,3.72,3.06,2.33,0.32,0.27,0.25,0.56,0.52,0.50,0.46,0.66,0.65,0.65,0.65,0.65,0.64,0.64,0.63,0.63,0.62,0.61,0.61,0.47,0.66,0.66,0.66,0.66,0.65,0.65,0.64,0.64,0.63,0.63,0.62,0.61,0.45,0.63,0.63,0.63,0.62,0.62,0.62,0.61,0.61,0.60,0.60,0.59,0.58,0.69,0.04,-0.29,0.31,0.32,-0.05,10.98,1610
0,0.07,0.17,0.14,0.19,0.23,0.16,0.03,0.01,0.03,0.01,0.00,0.00,0.01,0.15,0.28,0.25,0.15,0.07,0.07,0.04,0.34,0.45,0.11,0.08,0.02,0.02,0.00,0.00,0.00,0.00,4.00,9.07,-1.69,46.34,35.47,30.63,3.76,3.15,2.31,0.32,0.28,0.24,0.57,0.53,0.49,0.47,0.67,0.67,0.66,0.66,0.66,0.65,0.65,0.64,0.64,0.63,0.62,0.62,0.47,0.67,0.67,0.67,0.66,0.66,0.66,0.65,0.65,0.64,0.64,0.63,0.62,0.45,0.63,0.63,0.63,0.63,0.62,0.62,0.61,0.61,0.60,0.60,0.59,0.58,0.71,-0.22,-0.46,0.35,0.11,-0.14,11.24,1610
0,0.08,0.17,0.16,0.17,0.23,0.16,0.02,0.01,0.02,0.01,0.00,0.00,0.00,0.19,0.25,0.25,0.14,0.08,0.06,0.04,0.35,0.50,0.10,0.04,0.01,0.00,0.01,0.00,0.00,0.00,3.85,8.85,-1.78,45.71,36.42,29.69,3.66,3.15,1.79,0.32,0.28,0.18,0.56,0.53,0.43,0.46,0.65,0.65,0.64,0.64,0.64,0.64,0.63,0.63,0.62,0.61,0.61,0.60,0.47,0.66,0.66,0.66,0.66,0.65,0.65,0.64,0.64,0.63,0.63,0.62,0.61,0.41,0.58,0.58,0.57,0.57,0.57,0.57,0.56,0.56,0.55,0.55,0.54,0.53,0.69,-0.38,-0.60,0.30,-0.02,-0.24,10.83,1610
0,0.06,0.15,0.18,0.18,0.23,0.16,0.05,0.02,0.00,0.00,0.00,0.00,0.01,0.17,0.25,0.30,0.17,0.05,0.05,0.03,0.24,0.54,0.11,0.05,0.03,0.01,0.01,0.01,0.01,0.01,3.99,8.65,-0.82,45.58,32.67,33.51,3.49,2.87,2.32,0.29,0.26,0.26,0.54,0.51,0.51,0.45,0.64,0.63,0.63,0.63,0.63,0.62,0.62,0.61,0.61,0.60,0.60,0.59,0.46,0.66,0.66,0.65,0.65,0.65,0.64,0.64,0.63,0.63,0.62,0.61,0.61,0.45,0.63,0.63,0.63,0.63,0.62,0.62,0.62,0.61,0.60,0.60,0.59,0.58,0.71,0.18,-0.24,0.26,0.47,-0.11,10.81,1610
0,0.06,0.16,0.15,0.20,0.27,0.12,0.03,0.01,0.02,0.01,0.00,0.00,0.01,0.05,0.40,0.25,0.16,0.10,0.04,0.02,0.30,0.48,0.13,0.05,0.03,0.01,0.01,0.01,0.01,0.00,4.07,8.77,-1.13,45.00,33.51,35.00,3.51,2.74,2.10,0.31,0.24,0.23,0.56,0.49,0.48,0.46,0.65,0.65,0.65,0.65,0.64,0.64,0.64,0.63,0.62,0.62,0.61,0.60,0.46,0.65,0.65,0.65,0.65,0.64,0.64,0.64,0.63,0.63,0.62,0.61,0.60,0.44,0.62,0.62,0.62,0.62,0.61,0.61,0.61,0.60,0.59,0.59,0.58,0.57,0.72,-0.06,-0.35,0.35,0.23,-0.13,10.89,1610
0,0.08,0.13,0.17,0.20,0.22,0.16,0.03,0.01,0.02,0.01,0.00,0.00,0.01,0.11,0.36,0.23,0.15,0.07,0.06,0.03,0.30,0.48,0.09,0.06,0.03,0.02,0.01,0.01,0.02,0.00,3.95,8.65,-0.67,46.59,31.72,37.17,3.63,2.90,2.56,0.32,0.26,0.28,0.56,0.51,0.53,0.46,0.65,0.65,0.64,0.64,0.64,0.63,0.63,0.62,0.62,0.61,0.61,0.60,0.47,0.66,0.66,0.66,0.65,0.65,0.65,0.64,0.64,0.63,0.62,0.62,0.61,0.44,0.62,0.62,0.62,0.61,0.61,0.61,0.60,0.60,0.59,0.59,0.58,0.57,0.67,0.28,-0.20,0.22,0.53,-0.13,11.00,1610
0,0.07,0.12,0.19,0.20,0.22,0.13,0.05,0.02,0.02,0.01,0.00,0.00,0.00,0.12,0.33,0.28,0.11,0.07,0.06,0.04,0.35,0.43,0.12,0.06,0.03,0.01,0.01,0.00,0.00,0.01,4.06,8.80,-1.30,43.41,32.71,32.50,3.65,3.01,2.33,0.32,0.27,0.25,0.57,0.52,0.50,0.48,0.68,0.67,0.67,0.67,0.67,0.66,0.66,0.65,0.65,0.64,0.63,0.62,0.48,0.68,0.68,0.67,0.67,0.67,0.66,0.66,0.65,0.65,0.64,0.63,0.63,0.45,0.63,0.63,0.63,0.63,0.62,0.62,0.62,0.61,0.61,0.60,0.59,0.58,0.72,-0.01,-0.38,0.38,0.32,-0.15,11.01,1610
1,0.10,0.17,0.20,0.11,0.27,0.11,0.02,0.01,0.02,0.01,0.00,0.00,0.00,0.08,0.31,0.32,0.14,0.09,0.06,0.03,0.25,0.55,0.11,0.06,0.03,0.01,0.01,0.01,0.00,0.01,3.26,9.01,-0.90,39.79,34.46,32.20,3.77,2.73,2.02,0.33,0.25,0.22,0.57,0.50,0.47,0.46,0.65,0.65,0.65,0.65,0.65,0.64,0.64,0.63,0.63,0.62,0.61,0.60,0.48,0.67,0.67,0.67,0.67,0.66,0.66,0.65,0.65,0.64,0.64,0.63,0.62,0.44,0.62,0.62,0.62,0.61,0.61,0.61,0.60,0.60,0.59,0.59,0.58,0.57,0.57,0.07,-0.28,0.12,0.29,-0.07,10.91,1610
1,0.35,0.15,0.15,0.12,0.14,0.03,0.03,0.01,0.03,0.01,0.15,0.10,0.13,0.08,0.11,0.06,0.08,0.10,0.10,0.12,0.36,0.17,0.19,0.10,0.10,0.02,0.03,0.02,0.02,0.01,0.52,6.60,-0.34,38.20,52.50,33.10,4.97,7.25,5.11,0.45,0.59,0.48,0.67,0.77,0.70,0.50,0.71,0.70,0.70,0.70,0.70,0.69,0.69,0.68,0.68,0.67,0.66,0.65,0.52,0.73,0.73,0.73,0.73,0.72,0.72,0.71,0.71,0.70,0.69,0.69,0.68,0.54,0.76,0.76,0.76,0.75,0.75,0.75,0.74,0.74,0.73,0.72,0.71,0.70,0.06,0.23,-0.14,0.02,0.24,-0.14,12.34,1610
1,0.14,0.15,0.13,0.12,0.08,0.09,0.07,0.05,0.11,0.10,0.26,0.09,0.08,0.10,0.06,0.06,0.07,0.08,0.11,0.11,0.37,0.16,0.19,0.13,0.07,0.03,0.03,0.03,0.01,0.00,6.03,5.38,-0.36,51.67,64.33,28.81,6.65,7.88,4.65,0.54,0.63,0.43,0.74,0.80,0.66,0.51,0.72,0.72,0.71,0.71,0.71,0.70,0.70,0.69,0.69,0.68,0.67,0.66,0.50,0.70,0.70,0.70,0.70,0.69,0.69,0.69,0.68,0.67,0.67,0.66,0.65,0.52,0.73,0.73,0.73,0.72,0.72,0.72,0.71,0.70,0.70,0.69,0.68,0.67,0.77,-0.10,-0.34,0.67,-0.07,-0.36,13.39,1610
1,0.20,0.11,0.08,0.12,0.08,0.04,0.07,0.07,0.09,0.16,0.27,0.08,0.11,0.05,0.05,0.07,0.10,0.06,0.08,0.15,0.36,0.15,0.16,0.18,0.07,0.04,0.03,0.02,0.02,0.00,6.46,5.39,-0.56,50.00,62.26,30.00,7.53,8.41,5.15,0.61,0.67,0.47,0.78,0.82,0.69,0.53,0.75,0.75,0.75,0.75,0.74,0.74,0.74,0.73,0.72,0.71,0.71,0.70,0.52,0.73,0.73,0.73,0.73,0.72,0.72,0.71,0.71,0.70,0.69,0.69,0.68,0.53,0.75,0.75,0.75,0.74,0.74,0.73,0.73,0.72,0.72,0.71,0.70,0.69,0.73,-0.07,-0.36,0.63,-0.03,-0.37,14.61,1610
1,0.21,0.11,0.07,0.12,0.08,0.07,0.06,0.09,0.07,0.15,0.27,0.11,0.07,0.08,0.06,0.05,0.06,0.13,0.07,0.13,0.35,0.22,0.19,0.09,0.10,0.02,0.01,0.03,0.02,0.01,6.08,5.34,-0.68,57.35,64.14,30.16,7.38,8.32,4.57,0.60,0.66,0.44,0.77,0.81,0.67,0.53,0.75,0.75,0.75,0.74,0.74,0.74,0.73,0.72,0.72,0.71,0.70,0.69,0.51,0.72,0.72,0.72,0.71,0.71,0.71,0.70,0.70,0.69,0.68,0.67,0.67,0.53,0.75,0.74,0.74,0.74,0.74,0.73,0.73,0.72,0.71,0.71,0.70,0.69,0.70,-0.07,-0.47,0.58,-0.01,-0.48,14.26,1610
1,0.20,0.07,0.09,0.12,0.11,0.08,0.06,0.06,0.08,0.15,0.26,0.07,0.09,0.08,0.07,0.08,0.07,0.08,0.06,0.16,0.42,0.10,0.14,0.13,0.07,0.05,0.04,0.02,0.03,0.01,6.08,5.46,-0.26,55.31,71.54,35.19,7.32,8.35,5.96,0.62,0.68,0.53,0.79,0.82,0.73,0.53,0.75,0.74,0.74,0.74,0.74,0.73,0.73,0.72,0.71,0.71,0.70,0.69,0.51,0.72,0.72,0.72,0.72,0.71,0.71,0.70,0.70,0.69,0.68,0.68,0.67,0.55,0.77,0.77,0.77,0.76,0.76,0.76,0.75,0.74,0.74,0.73,0.72,0.71,0.74,-0.02,-0.39,0.64,0.00,-0.43,15.28,1610
1,0.19,0.09,0.10,0.11,0.12,0.08,0.05,0.07,0.06,0.15,0.24,0.10,0.10,0.09,0.07,0.03,0.08,0.07,0.08,0.18,0.43,0.13,0.11,0.12,0.08,0.05,0.04,0.03,0.03,0.00,5.96,6.03,-0.56,53.82,71.92,35.27,7.22,8.36,5.85,0.61,0.67,0.51,0.78,0.82,0.71,0.52,0.74,0.74,0.74,0.74,0.73,0.73,0.72,0.72,0.71,0.70,0.69,0.69,0.51,0.72,0.71,0.71,0.71,0.71,0.70,0.70,0.69,0.69,0.68,0.67,0.66,0.52,0.74,0.74,0.74,0.74,0.73,0.73,0.72,0.72,0.71,0.70,0.69,0.69,0.75,0.07,-0.32,0.64,0.15,-0.33,15.08,1610
1,0.22,0.06,0.10,0.15,0.11,0.06,0.08,0.04,0.04,0.17,0.26,0.09,0.10,0.07,0.07,0.07,0.06,0.04,0.08,0.20,0.49,0.09,0.10,0.13,0.07,0.04,0.03,0.03,0.02,0.02,5.56,5.98,-1.03,58.48,77.20,35.19,7.19,8.24,5.95,0.61,0.66,0.52,0.78,0.81,0.72,0.52,0.73,0.73,0.73,0.73,0.72,0.72,0.71,0.71,0.70,0.69,0.69,0.68,0.50,0.71,0.71,0.71,0.71,0.70,0.70,0.69,0.69,0.68,0.67,0.67,0.66,0.53,0.75,0.75,0.74,0.74,0.74,0.73,0.73,0.72,0.72,0.71,0.70,0.69,0.76,-0.01,-0.44,0.65,0.08,-0.44,14.92,1610
1,0.22,0.04,0.11,0.10,0.16,0.05,0.07,0.06,0.06,0.14,0.26,0.09,0.06,0.10,0.05,0.09,0.04,0.07,0.06,0.21,0.46,0.12,0.13,0.13,0.06,0.06,0.02,0.02,0.02,0.01,5.55,6.06,-1.12,50.56,79.58,39.39,7.24,8.52,5.47,0.62,0.68,0.48,0.79,0.83,0.69,0.54,0.76,0.76,0.75,0.75,0.75,0.74,0.74,0.73,0.73,0.72,0.71,0.70,0.51,0.72,0.72,0.72,0.71,0.71,0.71,0.70,0.69,0.69,0.68,0.67,0.66,0.52,0.74,0.74,0.74,0.73,0.73,0.73,0.72,0.72,0.71,0.70,0.69,0.68,0.69,0.04,-0.42,0.56,0.15,-0.40,15.19,1610
1,0.21,0.10,0.13,0.10,0.14,0.06,0.04,0.06,0.04,0.15,0.24,0.09,0.08,0.10,0.09,0.04,0.05,0.05,0.06,0.23,0.51,0.11,0.16,0.13,0.05,0.01,0.01,0.01,0.02,0.01,4.94,6.50,-2.32,47.75,86.82,35.64,7.04,8.34,5.09,0.60,0.67,0.47,0.78,0.82,0.68,0.52,0.73,0.73,0.73,0.72,0.72,0.72,0.71,0.70,0.70,0.69,0.68,0.67,0.51,0.72,0.72,0.72,0.71,0.71,0.71,0.70,0.70,0.69,0.68,0.67,0.67,0.52,0.74,0.73,0.73,0.73,0.73,0.72,0.72,0.71,0.70,0.70,0.69,0.68,0.75,-0.11,-0.50,0.66,0.07,-0.40,14.39,1610
1,0.19,0.08,0.08,0.15,0.10,0.08,0.07,0.04,0.07,0.16,0.24,0.08,0.09,0.10,0.06,0.07,0.05,0.03,0.12,0.18,0.43,0.13,0.13,0.13,0.07,0.03,0.05,0.01,0.02,0.03,6.18,6.14,-0.50,60.63,75.20,35.74,7.05,8.24,5.64,0.59,0.66,0.51,0.77,0.81,0.72,0.52,0.73,0.73,0.73,0.72,0.72,0.72,0.71,0.71,0.70,0.69,0.68,0.67,0.51,0.72,0.72,0.72,0.71,0.71,0.71,0.70,0.70,0.69,0.68,0.67,0.66,0.54,0.76,0.76,0.76,0.76,0.75,0.75,0.74,0.74,0.73,0.72,0.71,0.71,0.77,-0.03,-0.40,0.65,0.02,-0.43,14.81,1610
1,0.16,0.08,0.13,0.16,0.05,0.10,0.08,0.08,0.07,0.10,0.23,0.09,0.12,0.08,0.06,0.04,0.08,0.10,0.06,0.15,0.39,0.14,0.14,0.14,0.09,0.05,0.04,0.02,0.01,0.01,5.80,5.75,-0.45,67.93,64.83,34.29,6.77,8.01,5.39,0.57,0.65,0.48,0.75,0.80,0.69,0.52,0.74,0.73,0.73,0.73,0.73,0.72,0.72,0.71,0.70,0.70,0.69,0.68,0.52,0.73,0.73,0.73,0.73,0.72,0.72,0.72,0.71,0.70,0.70,0.69,0.68,0.54,0.76,0.76,0.76,0.75,0.75,0.74,0.74,0.73,0.73,0.72,0.71,0.70,0.80,-0.25,-0.49,0.71,-0.27,-0.54,14.10,1610
1,0.10,0.12,0.10,0.15,0.11,0.10,0.08,0.12,0.08,0.07,0.23,0.09,0.11,0.10,0.06,0.07,0.07,0.08,0.08,0.14,0.32,0.15,0.21,0.15,0.09,0.03,0.02,0.01,0.02,0.02,6.32,5.71,-0.16,58.48,63.23,33.93,6.09,7.71,5.08,0.52,0.62,0.49,0.72,0.79,0.70,0.51,0.72,0.72,0.72,0.72,0.71,0.71,0.70,0.70,0.69,0.69,0.68,0.67,0.51,0.72,0.72,0.72,0.71,0.71,0.71,0.70,0.69,0.69,0.68,0.67,0.66,0.54,0.77,0.77,0.76,0.76,0.76,0.75,0.75,0.74,0.73,0.73,0.72,0.71,0.79,-0.10,-0.37,0.69,-0.11,-0.42,13.55,1610
1,0.12,0.10,0.13,0.12,0.13,0.04,0.11,0.08,0.11,0.09,0.22,0.08,0.11,0.13,0.06,0.06,0.07,0.07,0.09,0.14,0.33,0.18,0.17,0.14,0.07,0.04,0.04,0.04,0.01,0.01,6.57,5.79,0.13,60.32,66.79,33.97,6.44,7.46,5.23,0.53,0.61,0.49,0.73,0.78,0.70,0.51,0.72,0.72,0.72,0.72,0.71,0.71,0.70,0.70,0.69,0.68,0.68,0.67,0.50,0.71,0.71,0.71,0.70,0.70,0.70,0.69,0.69,0.68,0.67,0.66,0.66,0.53,0.75,0.75,0.75,0.75,0.74,0.74,0.73,0.73,0.72,0.71,0.70,0.70,0.80,-0.02,-0.31,0.69,-0.05,-0.39,13.71,1610
1,0.11,0.13,0.13,0.11,0.10,0.09,0.06,0.07,0.10,0.12,0.24,0.07,0.10,0.09,0.09,0.04,0.08,0.08,0.10,0.14,0.34,0.22,0.16,0.10,0.12,0.03,0.02,0.01,0.01,0.01,6.52,5.69,-0.77,60.00,63.79,30.79,6.64,7.94,4.87,0.55,0.64,0.47,0.74,0.80,0.68,0.52,0.73,0.73,0.73,0.72,0.72,0.71,0.71,0.70,0.70,0.69,0.68,0.67,0.51,0.72,0.71,0.71,0.71,0.71,0.70,0.70,0.69,0.69,0.68,0.67,0.66,0.53,0.75,0.75,0.75,0.74,0.74,0.74,0.73,0.72,0.72,0.71,0.70,0.69,0.77,-0.17,-0.45,0.66,-0.13,-0.46,13.98,1610
1,0.13,0.13,0.12,0.13,0.07,0.09,0.07,0.07,0.08,0.13,0.25,0.09,0.09,0.10,0.07,0.04,0.07,0.08,0.11,0.13,0.34,0.18,0.18,0.15,0.07,0.05,0.02,0.01,0.01,0.01,6.27,5.67,-0.72,53.06,61.94,29.24,6.88,8.05,5.19,0.57,0.65,0.49,0.75,0.80,0.70,0.53,0.74,0.74,0.74,0.74,0.73,0.73,0.72,0.72,0.71,0.70,0.70,0.69,0.51,0.72,0.72,0.72,0.71,0.71,0.70,0.70,0.69,0.69,0.68,0.67,0.66,0.53,0.75,0.75,0.75,0.75,0.74,0.74,0.73,0.73,0.72,0.71,0.71,0.70,0.79,-0.18,-0.43,0.69,-0.14,-0.44,14.06,1610
1,0.17,0.10,0.12,0.14,0.11,0.05,0.05,0.11,0.09,0.09,0.24,0.10,0.09,0.10,0.06,0.06,0.07,0.07,0.12,0.12,0.37,0.15,0.20,0.13,0.07,0.04,0.03,0.02,0.01,0.02,5.94,5.54,-0.60,66.90,66.90,32.30,6.71,7.94,5.03,0.56,0.64,0.47,0.75,0.80,0.68,0.51,0.73,0.72,0.72,0.72,0.72,0.71,0.71,0.70,0.69,0.69,0.68,0.67,0.50,0.71,0.71,0.70,0.70,0.70,0.69,0.69,0.68,0.68,0.67,0.66,0.65,0.53,0.75,0.75,0.75,0.75,0.74,0.74,0.73,0.73,0.72,0.71,0.71,0.70,0.76,-0.13,-0.39,0.66,-0.09,-0.40,13.87,1610
1,0.14,0.10,0.14,0.13,0.10,0.07,0.08,0.03,0.11,0.12,0.25,0.07,0.14,0.08,0.06,0.03,0.04,0.08,0.08,0.18,0.35,0.18,0.16,0.14,0.09,0.04,0.02,0.01,0.02,0.02,6.36,5.82,-0.62,59.38,84.50,49.00,6.66,8.30,5.32,0.55,0.66,0.50,0.74,0.81,0.71,0.53,0.75,0.75,0.75,0.75,0.74,0.74,0.73,0.73,0.72,0.71,0.70,0.69,0.53,0.75,0.75,0.75,0.75,0.74,0.74,0.73,0.73,0.72,0.71,0.71,0.70,0.54,0.76,0.76,0.75,0.75,0.75,0.74,0.74,0.73,0.72,0.72,0.71,0.70,0.80,-0.16,-0.42,0.70,-0.13,-0.44,14.04,1610
1,0.13,0.12,0.14,0.14,0.10,0.06,0.07,0.06,0.07,0.14,0.20,0.09,0.10,0.11,0.07,0.06,0.06,0.08,0.06,0.20,0.32,0.21,0.18,0.12,0.08,0.02,0.02,0.03,0.01,0.02,5.93,6.48,-0.32,67.86,100.00,47.25,6.97,8.00,5.20,0.60,0.65,0.50,0.77,0.81,0.71,0.52,0.73,0.73,0.73,0.72,0.72,0.72,0.71,0.71,0.70,0.69,0.68,0.68,0.51,0.72,0.72,0.72,0.71,0.71,0.70,0.70,0.69,0.69,0.68,0.67,0.66,0.53,0.75,0.75,0.75,0.74,0.74,0.73,0.73,0.72,0.72,0.71,0.70,0.69,0.80,-0.08,-0.34,0.70,-0.07,-0.38,14.39,1610
